osm_id;green_share_20;green_share_30;green_share_40
103;0.0765174145358516;0.115529652874063;0.138776176457248
104;0.0481433391883938;0.06680002330967;0.0630799495115393
105;0.0480726479315011;0.0371623665476368;0.0276794523203056
106;0.000996114030933007;0.00562337084081383;0.0368025577632365
107;0;0;0.0456882576003783
108;0;0;0.0114779458580445
110;0.156796862665634;0.16793781817988;0.183792183103846
112;0.133622967022197;0.197623328062567;0.229969819007112
113;0.785489359046559;0.749831317290698;0.717314570464556
